date,300106.XSHE,002321.XSHE,600265.XSHG,300498.XSHE,600540.XSHG,000998.XSHE,600097.XSHG,600313.XSHG,300143.XSHE,600467.XSHG,600975.XSHG,002069.XSHE,002772.XSHE,002086.XSHE,601118.XSHG,000713.XSHE,300087.XSHE,600965.XSHG,002447.XSHE,300313.XSHE,600354.XSHG,002234.XSHE,000735.XSHE,600371.XSHG,002200.XSHE,002458.XSHE,600108.XSHG,002746.XSHE,000592.XSHE,300094.XSHE,600257.XSHG,002477.XSHE,000798.XSHE,002041.XSHE,600598.XSHG,002679.XSHE,300189.XSHE,600359.XSHG,600506.XSHG,000711.XSHE,002714.XSHE,300511.XSHE,002696.XSHE
7/1/2016,14.6388,9.47,25.31,36.1139,7.78,18.9,15.4,5.15,23.6,3.87,9.43,8.67,25.6521,8.72,5.57,10.52,11.12,12.89,7.16,16.3,7.92,30.6,6.45,15.83,18.82,44.72,5.0143,43.35,6.8,6.5486,11.29,5.85,11.65,15.24,10.63,22.6,5.5082,10.16,22.48,10.9646,25.582,69.6311,19.2
7/4/2016,15.0684,9.76,25.6,36.646,7.78,19.2,15.64,5.2,24.17,3.96,10.35,8.93,25.7018,9.03,6.13,10.69,11.46,13.1,7.16,16.6,8.23,31.08,6.7,16.01,19.78,46.4,5.1242,45.76,7,6.757,11.56,5.88,11.72,15.76,10.82,22.9,5.6981,11.18,22.62,10.9148,26.0787,72.792,19.67
7/5/2016,14.8886,9.83,25.64,36.4391,7.78,19.63,15.79,5.42,23.91,3.95,10.77,8.91,25.6023,9.04,6.22,10.86,11.51,13.15,7.16,16.58,8.25,31.34,6.67,16.12,19.41,45.9,5.2141,46.5,6.94,6.8113,11.31,5.88,11.7,15.89,10.78,22.99,5.918,10.97,22.72,11.3335,26.0688,76.9601,19.44
7/6/2016,14.8986,10.19,26.01,37.8383,7.78,20.25,16.19,5.54,23.66,4.35,10.62,8.97,25.3339,9.07,6.12,10.88,11.39,13.24,7.16,17.15,8.37,33.56,6.75,16.19,19.32,48.75,5.244,49.02,6.92,6.7977,11.42,6.07,12.49,16.4,11.06,23.18,6.038,10.87,22.68,11.2089,26.1284,74.7764,19.6
7/7/2016,14.6687,10.19,26.1,37.9467,7.78,20.01,16.21,5.52,23.87,4.79,10.24,9.09,24.7871,9.06,6.07,10.75,11.42,13.25,7.16,17.6,8.45,33.56,6.71,16.44,19.14,48.56,5.2241,48.49,6.87,6.8928,11.47,6.01,12.39,16.66,11.04,22.94,6.1879,11.17,23.03,11.0344,26.8735,74.7764,19.28
7/8/2016,14.5988,10.11,26.08,37.454,7.78,19.78,16.08,5.42,23.83,4.79,9.96,9.53,24.8069,9,6,10.67,11.51,13.61,7.16,17.16,8.23,33.21,6.62,16.24,19.19,48.28,5.234,47.71,6.88,6.8204,11.33,5.93,12.25,16.65,10.81,23.47,6.018,10.74,23.22,11.0195,26.18,73.2009,19
7/11/2016,14.5588,9.96,25.58,37.1879,7.78,20.1,15.91,5.33,22.6,4.79,10,9.47,24.5882,8.82,6.09,10.71,11.51,13.53,7.16,16.87,8.17,32.5,6.61,15.94,19.39,48.26,5.2041,47.67,6.84,6.7071,11.3,5.84,12.05,16.77,10.8,23.6,5.878,10.91,23.02,10.3915,25.7,67.2578,20.9
7/12/2016,14.8486,10.24,24.78,37.8284,7.78,20.59,16.07,5.4,22.36,4.79,9.8,9.52,24.3098,9.1,6.18,10.76,11.4,13.5,7.16,17.03,8.35,31.83,6.7,16.01,19.46,47.73,5.254,46.79,6.94,6.7887,11.29,5.86,12.01,16.78,11.12,23.8,5.958,11.05,22.89,10.5111,26.08,70.9772,22.98
7/13/2016,14.8086,10.27,24.69,38.3408,7.78,20.4,16.43,5.37,22.53,4.6,9.84,9.56,24.4888,9.36,6.3,10.77,11.41,13.49,7.16,17.07,8.3,31.81,6.8,16.3,19.5,48.28,5.274,46.81,6.96,6.92,11.57,5.85,11.87,16.5,11.05,24.9,6.028,11.32,23.26,10.9696,26.64,70,20.96
7/14/2016,14.309,10.11,24.56,39.2474,7.78,20.42,16.24,5.29,22.52,4.44,9.73,9.46,24.6777,9.35,6.29,10.83,11.25,13.66,7.16,17.15,8.49,32.4,6.78,16.07,19.47,48.15,5.274,47.49,6.88,6.75,11.63,5.84,11.93,16.45,11.01,24.57,5.968,11.2,23.42,11.0544,26.66,71.6,20.6
7/15/2016,14.319,10.17,24.81,39.9864,7.78,20.69,16.27,5.23,22.97,4.34,9.88,9.49,24.3794,9.3,6.21,10.75,11.5,13.58,7.16,16.87,8.39,32.68,6.81,16.66,19.68,49.88,5.22,47.65,7.17,7.01,11.38,5.96,11.81,16.34,10.9,23.95,5.9,10.97,23.22,10.9646,26.99,72.35,20.47
7/18/2016,14.59,10.29,24.67,39.9864,7.78,20.01,16.15,5.4,22.91,4.37,9.68,9.7,24.6081,9.24,6.1,10.59,11.37,13.52,7.16,16.5,8.22,35.4,6.82,16.26,20.42,53.26,5.19,51.29,7.42,6.8,11.9,6.01,11.64,16.23,11,23.18,5.77,10.53,23.14,11.0643,28.11,69.92,19.79
7/19/2016,15.03,10.41,24.69,39.3262,7.78,20.01,16.17,5.44,23.19,4.4,9.77,9.64,24.3794,9.27,6.15,10.68,11.65,13.41,7.16,16.53,8.3,34.6,6.77,16.23,20.39,51.46,5.39,51.94,7.41,6.8,12.08,5.93,11.82,16.34,11.26,23.51,5.84,10.57,23.09,11.0544,28.03,69.85,19.93
7/20/2016,15.01,10.29,24.74,39.1685,7.78,20.14,16.52,5.37,23.32,4.33,9.69,9.68,24.5882,9.25,6.26,10.78,11.62,13.54,7.16,16.72,8.25,33.82,6.73,16.32,20.28,51.03,5.36,50.8,7.24,6.68,12.13,5.89,12.08,16.73,11.43,23.46,5.82,10.45,23.16,11.0544,28.13,69.29,19.83
7/21/2016,14.73,10.18,24.85,38.9222,7.78,20.33,16.48,5.39,23.25,4.29,9.69,9.68,24.4092,9.2,6.26,10.75,11.52,13.58,7.16,16.79,8.25,33.5,6.76,16.38,20.3,50.37,5.38,50.07,7.23,6.61,11.78,5.87,11.98,17.18,11.4,23.41,5.78,10.49,23.37,11.0544,28.17,67.54,20.42
7/22/2016,14.49,10.08,24.42,38.1339,7.78,20,16.06,5.31,22.58,4.31,9.33,9.45,24.0414,9.11,6.12,10.64,11.43,13.45,7.16,16.48,8.1,32.75,6.67,16.07,20.22,48.42,5.24,48.35,7.18,6.57,11.72,5.78,11.8,16.61,11.19,22.87,5.68,10.45,22.86,11.0544,27.06,65.24,19.86
7/25/2016,14.35,10.14,24.28,38.528,7.78,19.87,16.4,5.3,24.84,4.32,10.24,9.52,23.8226,9.08,6.11,10.73,11.31,13.26,7.16,16.65,8.16,33.5,6.69,16,19.98,49.44,5.25,49.2,7.12,6.62,11.59,5.8,11.65,16.27,11.39,22.91,5.68,10.56,22.85,11.0544,27.26,64.35,19.87
7/26/2016,14.55,10.29,24.47,38.6167,7.78,20.21,16.46,5.37,24.8,4.39,10.11,9.56,24.0712,9.06,6.15,10.8,11.56,13.28,7.16,17.14,8.33,34,6.75,16.27,20.37,50.18,5.27,50.3,7.27,6.75,11.76,5.82,11.77,16.38,11.2,23.58,5.79,10.6,22.9,11.0544,27.34,66.33,20.43
7/27/2016,13.35,10.42,23.52,36.6558,7.78,19.41,18.11,5.2,23.2,4.13,9.47,9.08,22.6295,8.6,5.92,10.26,11.34,12.59,7.16,15.87,7.98,32.15,6.46,15.29,19.83,48.1,5.08,47.41,7.33,6.29,10.75,5.49,11.48,15.7,10.75,22.35,5.4,9.98,22.76,12.1608,26.04,62.53,18.92
7/28/2016,13.55,10.72,23.54,36.9022,7.78,19.14,19.92,5.2,25.52,4.12,9.29,9.05,22.7985,8.65,5.88,10.29,11.28,12.27,7.16,15.18,8.01,32.52,6.47,15.14,19.63,48.99,5.07,48.29,8.06,6.39,10.74,5.4,11.08,15.86,10.78,22.35,5.32,9.98,23.07,12.2355,26.19,62.56,18.57
7/29/2016,13.41,10.58,23.56,37.05,7.78,18.92,19.2,5.13,26.46,4.07,9.5,9.02,22.8085,8.57,5.81,10.16,11.24,12.25,7.16,15.09,7.81,33.15,6.4,15.08,20.88,50.4,5.08,48.29,8.06,6.35,10.72,5.55,10.66,15.53,10.7,22.19,5.27,9.56,22.88,11.5278,26.97,62.29,18.41
8/1/2016,12.97,10.18,24,36.5179,7.78,18.99,18.02,5.17,25.7,4.02,9.19,8.79,22.0628,8.89,5.82,10.06,10.8,11.69,7.16,14.99,7.95,33.61,6.3,15.17,20.1,52.55,5.03,49.4,7.25,6.3,10.57,5.5,9.78,15.56,10.56,21.84,5.2,9.39,22.84,11.463,26.35,58.74,17.76
8/2/2016,13.13,10.39,24.02,36.646,7.78,19.1,19.82,5.17,26.42,4.08,9.24,8.89,22.1423,8.89,5.85,10.17,10.9,11.73,7.16,15.28,7.73,34.5,6.33,15.24,21.18,53.8,5.05,50.33,7.16,6.28,10.65,5.48,9.98,15.82,10.67,22.2,5.23,9.49,22.72,11.3484,26.43,60.75,18.14
8/3/2016,13.25,10.7,24.02,36.646,7.78,19,20.13,5.17,25.9,4.17,9.15,8.97,22.1224,8.78,5.92,10.18,10.92,11.52,7.16,15.13,7.74,33.99,6.39,15.26,20.84,52.91,5.05,49.66,7.88,6.25,10.66,5.45,9.97,15.81,10.69,22.3,5.21,9.58,22.84,11.9664,26.02,62.8,18.76
8/4/2016,13.34,11.03,24.16,36.5474,7.78,19.04,19.65,5.15,27.7,4.18,9.16,9.05,22.7786,8.69,5.91,10.28,11.18,11.66,7.16,15.22,7.72,32.75,6.47,15.23,21.49,51.39,5.06,49,8.15,6.18,10.86,5.49,10.05,15.85,10.58,22.55,5.25,9.62,22.82,12.0412,26.02,62.29,19.33
8/5/2016,13.23,10.85,25.37,37.1781,7.78,19.03,19.67,5.09,27.8,4.14,9.07,9.03,22.5301,8.62,5.89,10.25,10.94,11.5,7.16,14.99,7.69,32.97,6.46,15.01,21.12,52.55,5.04,49.7,8.17,6.17,10.8,5.47,10.12,15.82,10.49,22.45,5.2,9.74,22.81,12.0362,26.65,63.38,19.45
8/8/2016,13.54,11.16,25.12,37.2471,7.78,19.14,20.09,5.18,27.81,4.18,9.06,9.11,22.5698,8.79,6.01,10.38,11.07,11.68,7.16,15.27,7.76,33.13,6.51,15.16,21.2,52.87,5.1,49.29,8.37,6.5,11.05,5.52,10.19,16.16,10.61,22.71,5.23,9.74,22.76,12.086,26.9,62.98,20.69
8/9/2016,13.62,11.09,25.17,37.2963,7.78,19.54,20.4,5.36,27.85,4.22,9.15,9.16,22.7587,8.8,6,10.46,11.31,11.78,7.16,15.56,7.86,32.68,6.54,15.44,21.22,51.9,5.12,49,8.42,6.64,11.2,5.58,10.28,16.38,10.67,23.98,5.75,9.74,22.78,13.2971,26.82,63.97,20.9
8/10/2016,13.51,10.84,24.96,36.9219,7.78,19.47,19.49,5.25,27.23,4.26,9.15,9.41,22.6295,8.77,5.99,10.4,11.07,12.01,7.16,15.45,7.78,31.66,6.47,15.32,21.05,51.09,5.09,47.14,8.17,6.62,10.96,5.72,10.38,16.38,10.63,23.7,5.73,9.66,22.75,13.4566,26.64,64.11,19.43
8/11/2016,13.26,10.77,24.59,36.4292,7.78,19.1,18.92,5.19,26.45,4.18,9.03,9.65,22.2318,8.66,5.86,10.49,10.91,11.76,7.16,15.16,7.64,30.86,6.4,15.03,20.72,49.45,5.03,46.57,8.2,6.58,10.7,5.79,10.17,15.88,10.59,23.65,5.48,9.57,22.73,12.7937,26.1,61.23,19.64
8/12/2016,13.45,10.85,25.38,36.7248,7.78,19.15,19.16,5.24,26.8,4.2,9.05,9.67,22.3113,8.73,6.02,10.61,10.98,12,7.16,15.32,7.68,31.26,6.48,15.18,21.46,49.95,5.09,46.45,8.22,6.61,10.81,5.76,10.2,16.12,10.69,24.04,5.54,9.61,22.83,12.8635,26.21,61.93,19.64
8/15/2016,13.73,11.06,25.38,37.2668,7.78,19.49,19.57,5.3,27.66,4.26,9.14,9.72,22.6394,9,6.17,10.96,11.18,12.17,7.16,15.52,7.82,31.82,6.6,15.57,21.67,50.33,5.19,46.99,8.5,6.7,11.06,5.77,10.4,16.4,10.9,24.61,5.58,9.88,23.2,12.9582,26.59,64.1,19.66
8/16/2016,13.86,11.08,26.65,37.5033,7.78,19.71,19.38,5.34,27.47,4.29,9.28,9.74,22.7687,9.61,6.16,12.06,11.28,12.15,7.16,15.55,7.93,31.21,6.6,15.77,21.8,50.07,5.21,46.7,8.57,6.73,11.09,5.73,10.59,16.63,11.02,24.83,5.67,9.89,23.51,13.3868,27.01,64.49,19.54
8/17/2016,13.94,10.88,27.46,37.3555,7.78,19.65,19.93,5.37,27.31,4.32,9.18,9.8,22.9675,9.64,6.16,11.78,11.13,12.06,7.16,15.67,7.93,31.08,6.62,15.75,21.8,49.5,5.23,46.78,8.99,6.66,11.11,5.71,10.52,16.46,10.94,24.95,5.6,9.87,23.37,13.1476,27.3,67.26,19.3
8/18/2016,15.33,11.28,27.25,37.2471,7.78,19.44,19.79,5.39,27.16,4.27,9.16,9.69,22.709,9.51,6.14,11.79,11.14,11.86,7.16,15.73,7.87,30.98,6.66,15.76,21.42,49.2,5.23,46.2,9.58,6.66,11.15,5.73,10.55,16.23,10.93,24.81,5.64,9.81,23.3,13.1077,27.05,67.11,19.79
8/19/2016,15.68,11.38,27.28,37.2865,7.78,19.59,19.11,5.49,28.82,4.27,9.17,9.79,23.1465,9.56,6.15,11.45,11.25,11.85,7.16,15.74,7.9,30.75,6.64,16.08,21.6,49.35,5.25,46.7,9.41,6.59,11.24,5.7,10.86,16.74,11.06,24.82,5.56,9.82,23.48,13.0081,26.87,66.78,19.49
8/22/2016,15.83,11.36,27.19,36.9022,7.78,19.25,18.19,5.47,28.93,4.25,9.03,10,22.8781,9.37,6.02,11.18,11.38,11.63,7.16,15.33,7.76,29.89,6.51,16.11,22.2,48.9,5.22,46.11,8.84,6.45,11.15,5.63,11.01,16.61,10.9,25.11,5.58,9.7,24.69,12.8835,26.42,63.21,19.68
8/23/2016,15.78,11.54,27.17,37.0401,7.78,19.17,18.11,5.51,29.5,4.26,9.06,9.95,22.7687,9.46,6,11.28,11.35,11.72,7.16,15.49,7.77,30.16,6.56,16.21,22.97,48.6,5.2,45.46,9.27,6.48,11.47,5.63,10.81,16.66,10.97,24.75,5.64,9.67,24.31,13.2224,26.31,64.39,19.57
8/24/2016,15.39,11.25,27.59,37.5328,7.78,19.27,17.97,5.44,29.06,4.27,9.04,10,22.6891,9.53,5.99,11.1,11.55,11.72,7.16,15.94,7.87,29.65,6.55,15.95,22.84,48.77,5.29,45.49,9.08,6.47,11.24,5.58,11.03,16.54,11.15,24.74,5.62,9.7,24.13,12.9732,26.37,63.73,19.8
8/25/2016,15.48,11.43,27.42,37.5919,7.78,18.99,18.06,5.49,29.96,4.21,8.88,9.79,22.3511,9.99,5.94,11,11.6,11.88,7.16,15.49,7.82,30.74,6.49,15.91,24.2,50.3,5.2,46.41,8.78,6.35,11.08,5.51,10.78,16.58,11.24,24.85,5.53,9.37,24.28,13.0579,26.26,63.36,20.42
8/26/2016,15.12,11.37,27.78,37.4244,7.78,18.95,18.05,5.46,28.9,4.16,8.9,9.91,22.3909,10.15,5.93,11.14,11.71,11.96,7.16,15.74,8.08,30.55,6.46,15.86,25.57,49.65,5.21,46.58,8.6,6.36,11.19,5.53,10.91,16.65,11.17,27,5.55,9.35,25.17,13.7556,26.32,61.6,20.6
8/29/2016,15.07,11.2,27.85,37.3555,7.78,19.06,17.98,5.45,28.46,4.2,8.98,9.91,22.4804,10.13,5.95,11.17,12.45,11.95,7.88,15.74,7.98,30.1,6.49,15.94,24.87,48.94,5.23,46.3,8.66,6.49,11.35,5.7,11.15,17.1,11,27,5.64,9.42,24.71,13.8852,26.75,60.2,20.6
8/30/2016,15.56,11.09,27.28,37.6116,7.78,19.15,17.86,5.44,28.92,4.18,9.03,10.07,22.4804,9.98,5.94,11.04,12.17,12.12,8.67,15.93,8.17,30.39,6.49,15.96,24.19,48.94,5.23,46.12,8.78,6.52,11.28,5.68,11.3,16.88,10.99,26.26,5.69,9.58,24.87,13.646,26.76,60.6,20.6
8/31/2016,15.35,11.3,27.39,37.6116,7.78,19.03,18.08,5.44,29.58,4.2,8.93,10.03,22.4804,9.93,6.09,11.11,12.29,12.25,8.47,15.95,8.18,30.77,6.56,16.02,24.07,49.12,5.31,46.79,8.57,6.49,11.34,5.63,11,16.89,11.15,26.2,5.65,9.5,24.86,13.8852,26.48,61.63,20.6
9/1/2016,15.67,11.15,27.31,37.6905,7.78,19.12,17.96,5.4,29.25,4.16,8.91,9.92,22.3809,9.85,6.03,11.07,12.46,11.92,8.53,16.19,8,30.08,6.53,15.75,23.69,47.75,5.22,46.18,8.38,6.39,11.24,5.59,10.69,16.88,10.96,25.85,5.55,9.46,24.5,14.0796,26.25,60.22,20.6
9/2/2016,15.99,10.74,27.36,37.4244,7.78,18.98,17.81,5.56,29.06,4.13,8.84,9.86,22.192,9.65,6,11.01,12.44,12.05,8.23,16.75,8.06,28.96,6.56,16.1,23.21,45.79,5.17,44.15,8.34,6.38,11.26,5.59,10.91,16.94,10.81,25.7,5.5,9.48,24.02,13.945,26.12,60,20.6
9/5/2016,16.2,10.74,27.6,37.3456,7.52,19.01,17.92,5.54,28.86,4.15,8.78,10.04,22.1324,9.66,6.03,10.94,12.16,12.11,8.6,16.6,8.23,28.97,6.55,16.03,23.69,46.09,5.19,44.15,8.38,6.37,11.48,5.58,10.7,17.52,10.86,24.3,5.5,9.58,24.47,14.0547,26.11,59.77,19.36
9/6/2016,16.12,10.8,28.09,37.523,7.33,19.11,18.08,5.67,29.18,4.18,8.84,10.06,22.371,10.02,6.06,11.14,12.41,12.25,8.51,16.71,8.36,29.73,6.58,16.19,25.07,46.87,5.25,44.69,8.7,6.48,11.54,5.6,10.69,17.54,10.87,24.52,5.61,9.69,24.47,14.5082,26.23,60.41,19.59
9/7/2016,16.84,10.76,28.24,37.3357,7.34,18.96,18.32,5.78,28.71,4.17,8.94,10.26,22.2218,9.94,6.05,11.09,12.26,12.25,9.2,16.33,8.29,28.93,6.57,16.39,25.2,44.99,5.32,43.65,8.59,6.5,11.46,5.58,10.8,17.74,10.94,24.6,5.76,9.72,24.47,15.0515,26.1,58.7,20.3
9/8/2016,16.61,10.73,28.14,37.523,7.33,18.88,18.16,5.87,28,4.18,8.92,10.58,22.1622,9.87,6.05,11.2,12.31,12.41,9,16.5,8.39,28.87,6.56,16.39,25.1,44.68,5.38,43.37,8.52,6.64,11.46,5.55,10.89,17.52,10.88,24.83,5.72,9.72,26.92,14.9518,26.08,58.48,20.2
9/9/2016,16.69,10.56,28.14,37.385,7.27,18.71,17.94,5.8,26.99,4.13,9.12,10.45,22.0528,9.79,6,11.09,12.16,13.03,9.07,16.25,8.19,28.56,6.54,16.19,24.2,43.83,5.32,43.17,8.22,6.54,11.67,5.55,10.9,17.66,10.75,24.8,5.72,9.72,29.61,15.3405,25.89,57.35,19.95
9/12/2016,16.02,10,26.73,36.3602,6.91,18.09,17.41,5.73,27.28,3.98,9.03,10.61,20.9591,9.31,5.75,10.74,11.66,13.47,9.41,16.62,8,27.47,6.34,15.54,24.62,41.72,5.18,40.46,8.03,6.69,11.22,5.42,10.28,16.94,10.37,24.95,5.72,9.2,28.17,15.4003,24.96,56.08,19.23
9/13/2016,16.8,10.11,26.7,36.2913,6.99,17.99,17.6,5.73,27.1,4,9.04,10.75,21.6253,9.45,5.78,10.78,11.74,13.54,9.74,16.91,8.04,27.5,6.37,15.62,24.27,41.36,5.25,40.99,8.28,6.85,11.5,5.44,10.3,16.96,10.44,25.1,5.72,9.3,28.64,15.3455,24.86,56.17,19.66
9/14/2016,16.84,10.13,26.44,36.1632,6.96,17.93,17.57,5.69,27.18,3.94,8.85,10.6,21.3767,9.37,5.74,10.79,11.92,13.4,9.37,16.84,8.01,27.05,6.32,15.49,23.35,40.94,5.32,40.91,8.04,6.73,11.41,5.4,10.43,16.96,10.3,24.7,5.72,9.14,26.99,14.7923,24.62,56.25,19.8
9/19/2016,17.31,10.25,27.04,36.3996,7.09,18.22,17.82,5.78,27.5,4,8.9,10.59,21.5159,9.47,5.89,10.89,12.01,13.58,9.25,16.89,8.13,27.94,6.39,15.79,23.38,41.87,5.46,41.8,8.08,6.76,11.34,5.42,10.47,17.17,10.41,25.14,5.72,9.42,27.39,15.3256,25.37,57.48,20.2
9/20/2016,17.38,10.39,27.34,36.3799,7.1,19.1,17.83,5.76,27.53,3.99,8.79,10.9,21.6253,9.44,6.06,10.97,12.07,14.23,9.37,16.91,8.15,28.35,6.41,15.93,23.13,42.37,5.41,42.13,8.17,6.67,11.36,5.42,10.47,17.41,10.43,25.95,5.29,9.28,26.39,14.9269,25,56.8,20.71
9/21/2016,17.61,10.32,27.3,36.3405,7.16,19.11,17.85,5.67,27.93,4.02,8.78,11.28,21.5656,9.74,6,11.03,12.12,14.43,8.98,16.89,8.15,28.36,6.4,16.04,23.18,42.02,5.39,42.7,8.09,6.82,11.39,5.4,10.48,17.35,10.43,25.65,5.24,9.3,26.72,14.7275,24.95,56.36,20.66
9/22/2016,17.61,10.35,27.27,36.3701,7.16,19.39,18.2,5.66,28.22,4.01,8.81,11.2,21.7645,9.68,6.03,11.03,12,14.16,9.37,16.93,8.14,28.49,6.39,16.05,23.53,42.36,5.34,42.77,8.12,6.76,11.73,5.4,10.43,17.55,10.36,26.26,5.22,9.33,26.54,14.6528,25.03,55.82,20.4
9/23/2016,17.24,10.35,27.43,36.173,7.15,19.4,18.43,5.59,27.71,3.97,8.69,11.29,21.9136,9.67,5.98,11.13,12.06,13.99,8.98,16.9,8.03,27.7,6.37,16.25,24.25,41.97,5.39,42.01,7.96,6.67,11.79,5.36,10.37,17.66,10.33,26.35,5.16,9.25,26.63,14.6577,24.76,55.65,20.9
9/26/2016,16.08,9.98,26.98,35.4734,7.1,19,17.88,5.5,27.29,3.91,8.42,10.85,21.3966,9.2,5.86,10.71,12.03,13.64,8.62,17,7.69,26.3,6.31,16.04,23.3,40.15,5.32,40.68,7.6,6.48,11.87,5.27,10.08,16.99,10.12,25.56,5.02,9.18,26.57,14.4683,24.05,51.8,20.06
9/27/2016,16.71,10.1,27.03,35.4832,7.13,19.39,17.89,5.5,27.5,3.9,8.47,10.8,21.4463,9.31,5.87,10.77,11.89,14.6,8.38,16.7,7.78,26.28,6.33,16.19,22.77,39.2,5.27,40.73,7.63,6.54,11.79,5.24,10.2,17.29,10.2,25.55,5.06,9.2,25.27,14.4534,24.14,52.7,20.16
9/28/2016,16.76,10.31,26.7,35.1876,7.32,19.74,17.96,5.52,27.75,3.89,8.38,10.58,21.3071,9.43,5.84,10.82,11.93,14.58,8.39,16.66,7.72,26.54,6.32,16,22.7,39.73,5.23,41.65,7.59,6.47,12.18,5.18,10.18,17.39,10.18,25.8,5.03,9.22,25.52,14.4135,24.27,57.97,20.03
9/29/2016,17.15,10.36,26.63,35.2566,7.34,19.77,17.93,5.43,29.33,3.91,8.38,10.69,21.2276,9.39,5.9,10.96,12.11,14.51,8.3,16.6,7.79,26.98,6.41,16.33,22.81,40.89,5.24,42.19,7.51,6.5,12.05,5.17,10.32,17.81,10.4,26,5.03,9.26,26.97,14.5581,24.26,56.31,20.2
